City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Lucknow,483,131.01903,244.1565095,24.47180927,8.539569919,29.78306187,65.41147423,41.98263156,94.09457803,9.893914245,222.5523851,1041.848633,137112,6.140427935,10
Srinagar,298,29.3276981,257.252155,22.89018883,2.734170097,3.213938419,22.16873389,10.78922153,61.995696,19.51049694,201.6825773,1026.886097,157810,5.732984367,10
Nagpur,327,48.35099428,94.40335614,44.17589378,7.566402653,28.31572824,94.67340813,13.55449144,52.87586358,10.63771117,60.68102901,1040.538608,69523,4.493829355,10
Hyderabad,152,83.30827473,281.2888221,43.18969986,3.267503828,6.151522593,84.57145409,43.6465173,40.19387259,1.111678412,297.8024233,979.2858094,233176,6.395826605,10
Ahmedabad,180,206.008856,281.1096163,60.87257803,1.62423654,31.17073598,78.24886915,26.34689708,52.79493684,5.7451654,86.2709037,1049.673799,103958,2.845071503,10
Chennai,431,60.20895208,171.8339657,29.61180494,3.719740951,35.74823544,91.55309697,19.63385947,31.74254281,5.911948403,52.10941176,1006.366936,119191,3.1943818,10
Nagpur,468,114.344668,56.57831098,27.93963036,0.158305914,9.420625178,98.58975017,21.97071306,60.83592407,6.157060007,114.3139632,1007.883762,423468,5.977628145,10
Srinagar,215,35.76969809,155.9815264,23.50916242,6.342448896,36.40479702,92.70418979,10.2069611,68.71010087,8.941041297,293.9767555,1013.717675,430924,4.808804426,10
Ludhiana,298,135.8113658,116.9545182,13.02793701,1.647682846,41.50985175,95.94657702,20.57756175,88.00965244,17.90946725,33.45353051,950.3751625,213014,7.246916666,10
Mumbai,82,72.09434613,105.5993152,12.63266363,8.013917542,37.23162412,15.0127133,40.11826077,52.94950838,8.692536003,71.15839487,993.9050732,486996,0.243673028,10
Ahmedabad,216,76.45493013,209.2119687,24.61125796,6.759337079,5.318261103,38.55230856,40.55144726,40.21758875,13.05018105,42.20646683,968.9606512,315716,3.599514608,10
Bhopal,343,79.57808588,178.9797486,67.55961104,1.775995287,47.05535758,65.5886181,27.8230528,39.21186205,11.95702584,16.14066351,953.9577589,225829,9.693725539,10
Patna,255,19.41472216,91.45948472,7.038531145,4.516436233,42.78306501,64.37787031,44.85269139,35.44115547,3.675080101,146.6467047,982.1849914,88992,2.953839929,10
Bhopal,122,171.0704208,62.66798953,35.21330518,9.00178699,5.469565389,25.96022787,12.73947789,73.05574267,1.398615067,89.1516053,958.9127531,103395,6.562050928,10
Thane,256,183.5895966,163.8886017,29.10943426,4.638146178,14.6272906,61.03315824,16.14999091,30.44444703,16.25320207,250.0754813,999.4305205,8266,2.521363697,10
Bhopal,359,242.0811127,258.3078312,39.45429705,2.229320896,28.21604329,88.43786219,39.93582668,66.83471362,13.29283354,119.5146922,1012.676649,266783,0.063566941,10
Hyderabad,436,167.9835146,258.5216388,44.97592858,5.804844566,31.65209443,14.9449158,27.07861534,59.41011553,4.577988227,58.12926314,970.4357137,209090,4.872524875,10
Srinagar,76,229.7100051,182.6089523,19.13999132,7.711449803,49.01885882,40.72997907,43.68342698,52.4970507,13.08590018,53.68174968,981.5040674,464243,7.779674572,10
Mumbai,371,19.84673023,297.3216083,47.82037287,8.343590857,34.97360811,15.19347072,44.84481689,29.47649592,16.81754666,130.824877,966.5175723,139621,6.725066715,10
Surat,70,37.12428794,279.4979082,41.42682019,0.675983847,39.19581145,66.50774158,39.17983638,73.1946302,17.01189587,41.67273558,1022.469966,36277,9.095978107,10
Srinagar,88,204.286022,88.05175499,73.38324317,1.315444676,9.846407414,87.43114398,39.2339853,92.21728557,10.82977745,126.4608134,989.0669108,302673,5.19822607,10
Agra,228,76.69055427,243.0810513,29.82478872,5.184089676,49.55044339,9.772193929,30.97263131,82.53349915,9.374538012,78.9432657,1039.660089,77161,0.404238021,10
Jaipur,257,40.15160218,108.0158919,55.93269798,5.447364799,37.08582534,37.84348822,13.97443548,99.12622052,16.28999036,110.5532867,968.7409305,450913,6.5501516,10
Lucknow,482,169.070578,250.0793647,66.6971373,4.179940622,43.56038181,83.84004192,25.18419754,25.03092536,16.99325012,265.3095498,1044.613481,390603,9.989513939,10
Jaipur,433,29.56980944,78.92219206,53.05570659,5.430790824,45.20797018,36.6353877,35.05843685,62.52532747,10.06914762,268.4890379,952.9566212,432827,1.76407993,10
Nashik,361,90.00317991,286.4143207,59.68308651,0.696138105,4.52962271,78.97699294,21.67392551,21.19745047,3.842757447,11.00597997,960.8223937,246218,6.576595645,10
Kolkata,433,204.6374476,148.5473459,67.18267847,9.009974529,4.213694571,8.413014119,44.88245465,95.87408787,2.357151896,120.6691939,978.1472466,123323,4.625690907,10
Jaipur,137,87.3208471,247.6609484,7.729350193,8.204776568,7.690875017,54.60702649,31.82367099,36.89614423,17.56157389,70.19046366,993.2193605,258788,1.688045595,10
Ahmedabad,263,27.34792694,138.5671829,58.19385287,0.881020678,7.474885619,41.55770514,13.35220111,70.8497403,15.55044988,91.49376902,1045.065321,266925,3.248411824,10
Nashik,430,244.3986714,222.1457028,8.975512798,1.832603808,8.492287089,98.14996782,28.9459153,28.44227351,18.92017105,12.22071509,951.6406844,97485,4.276136867,10
Srinagar,168,150.1783013,285.5374377,73.51528878,6.362451681,47.65548976,76.25304427,21.88160583,37.22626831,3.610167173,191.885574,951.1549147,110226,8.165818259,10
Mumbai,205,64.37434595,116.5468455,52.32619745,0.76198531,18.13682416,98.29181628,24.65583064,35.03507827,11.16652409,21.36180585,996.8339983,154586,0.119504882,10
Hyderabad,305,78.563758,244.8628563,20.86014442,5.378987882,11.08409239,29.2353039,15.58575283,96.46753767,5.315248075,60.66852999,990.7852494,240283,7.515598222,10
Agra,260,156.0541787,145.5659192,72.23278198,4.018374975,29.09091911,48.45660644,25.33697263,54.44917188,1.728970872,238.6273672,985.1523043,126397,1.378190145,10
Ahmedabad,78,91.71312209,68.37903605,57.9698461,2.962903917,47.44852106,78.83479331,26.50241981,26.71556419,8.760723139,109.5926585,973.3938834,227672,7.026128614,10
Mumbai,411,26.37997845,80.42356443,30.66038456,5.162990265,48.2900945,61.51095127,42.03187188,41.28415483,4.882167788,114.7377438,1039.443049,228922,3.509155646,10
Lucknow,210,243.3695278,44.77432371,52.61968199,9.926396539,10.93033462,85.61746832,33.67193387,52.60304644,19.27603531,77.8594066,971.9786824,325612,3.812352259,10
Bangalore,178,101.3927881,220.45895,13.9071652,4.922410993,24.71025608,95.99209933,30.51457288,82.54965259,5.339976943,68.02354851,957.3441914,364615,4.219281451,10
Nagpur,71,35.52642187,250.5947153,69.64525401,2.625905597,29.06558806,85.06136537,34.97480186,46.87191021,10.45831516,132.9846218,1021.491093,340825,6.635827184,10
Nashik,136,220.695208,197.3547543,45.11657439,4.846574692,32.28865083,40.27901677,33.18155691,51.38169599,18.07736878,118.3075329,1034.820983,130560,7.399944098,10
Pune,404,52.57878474,38.57753971,51.53524222,0.825419079,4.812694463,9.28307333,27.63662974,73.50309729,11.77549099,159.3801851,1021.72091,481265,8.251782776,10
Bangalore,314,127.0094277,271.3487447,66.37968352,6.990586796,13.39183244,96.21310035,14.5246911,20.17633905,10.32492248,89.09980274,983.7874411,443513,9.578319993,10
Nashik,159,149.3616463,75.1265594,69.1392534,3.913449217,24.15568378,83.60213966,38.56284619,26.4935841,16.39610381,47.05911996,954.5857972,51928,3.98893411,10
Nashik,124,239.5004951,278.2689842,35.87178068,5.146386458,5.137202771,72.31911095,19.40287875,79.55836884,4.711645562,84.60552805,1016.271671,120987,7.241268169,10
Pune,131,239.6542828,260.6449421,33.01529624,4.305753936,2.873107282,74.48367622,32.92035266,88.86666728,9.818195121,3.109715822,955.8603792,158520,7.320073713,10
Indore,388,234.5014124,32.70505888,37.22134566,9.981248262,6.157967694,83.05491258,12.56144462,89.44846429,7.625938728,46.56981362,991.402572,270703,5.448561525,10
Hyderabad,473,58.02546271,48.33663895,19.5433852,5.246599659,31.02920685,68.98046711,27.44626788,48.24615918,19.08415163,119.1882039,1045.265712,290240,7.177520777,10
Chennai,445,171.4756232,216.3138329,43.47778712,0.472339433,49.58892083,70.17088171,10.07729063,48.52963194,17.20924354,208.9809124,964.2219312,319173,5.050011515,10
Bhopal,436,136.3550807,158.6341607,69.50425299,3.540987374,22.88766077,30.74438935,38.1537187,90.78302945,5.529577653,142.2621998,965.9536945,49761,0.511554424,10
Nagpur,178,23.85438149,269.1565719,34.76733459,1.259211075,17.61217655,44.80251814,11.13091206,80.81118939,5.941231185,37.46515999,971.2591595,447667,6.353304948,10
Varanasi,350,69.5472426,289.9342537,64.06908031,0.193093463,41.59757446,16.67238617,21.63820011,72.51563933,14.97528778,209.4193535,965.2787016,50279,3.963289716,10
Delhi,110,81.91570543,288.0257375,62.28149878,3.418730647,36.68044606,7.714660937,12.13172364,77.12104736,2.504849564,135.511373,1001.151978,335018,6.078947185,10
Rajkot,85,152.8363877,25.97901919,43.97562659,8.763123992,34.7018516,42.41445221,42.85181198,69.49423232,0.696680133,163.0203114,993.5994935,369446,9.674880811,10
Varanasi,393,176.0507158,207.8398743,72.36630356,9.480532296,15.9067835,28.10722954,26.16581608,78.34308136,17.87946228,186.505439,1012.289665,275156,0.135101297,10
Ludhiana,376,68.79083955,97.35202394,46.64146692,6.039109421,31.82594525,70.85541692,21.82681899,87.96072877,16.42814333,247.9101016,1002.074949,256584,1.087730661,10
Rajkot,85,87.50932952,182.1776775,76.17601823,4.760975309,32.19740123,38.41816231,20.99446139,41.23069564,15.51344656,75.59320573,959.6608537,14553,7.495497616,10
Agra,482,248.0498359,76.43324281,18.86214443,3.730161328,21.28220763,25.92316944,13.07044384,39.90950716,19.41759813,190.0745761,1033.644117,262870,7.769588219,10
Chennai,312,69.9548354,52.81584281,67.31000385,8.627630718,43.85615692,40.61030775,39.78527217,78.00860407,11.5841976,1.723796334,952.9297472,13412,6.355155531,10
Agra,156,200.5004817,216.0940647,52.94192383,8.49179313,43.49371733,47.89949854,29.74824664,68.03193791,5.518462476,161.6010698,988.4744759,293131,7.598655191,10
Ludhiana,267,113.6860506,217.1712083,33.0617415,2.015311202,18.04439982,41.14241556,23.71732043,91.43542374,6.633814683,25.62431957,997.9558524,112596,9.279876032,10
Agra,174,75.28731337,105.381684,13.12828801,8.744798226,48.59762006,93.53106738,40.36591011,76.5738399,11.83425382,148.4021067,1031.671116,382432,5.547816299,10
Lucknow,159,174.8235185,109.2395671,69.6202127,5.233059713,8.978653009,53.1520658,36.14810971,98.38770537,7.991906891,268.3341643,969.5965918,17038,9.173674638,10
Chennai,457,188.2803738,114.1287367,16.48488235,5.768585162,34.41966021,66.75610161,13.88203103,60.89784816,5.002395415,288.124953,954.5625175,130041,5.037362457,10
Pune,277,232.3316478,271.6876214,34.24626089,3.68504617,3.583341038,79.16314063,38.09774113,92.94625615,9.678307774,66.44357647,1000.98206,408647,8.328386664,10
Thane,61,63.9417499,246.5110747,60.26390106,6.702119949,42.64315332,61.30996268,27.85151667,39.45829764,5.751679867,206.8968226,965.4349052,213567,8.188127723,10
Nashik,215,202.4610487,178.7006324,15.01752673,8.793091142,35.94468691,41.41904204,41.35681637,50.88077878,15.23572522,73.72588061,990.5173251,231094,3.529454166,10
Meerut,327,216.7992885,79.82463125,45.09413505,6.604912041,35.8977584,22.08187507,34.46830171,35.98380473,1.774265931,90.06034498,1032.537432,259989,7.382751412,10
Bangalore,445,31.13680859,126.9007296,71.61829304,9.516148569,36.40382308,36.61850328,29.81462066,68.76675652,7.100173707,28.23363279,1025.549287,307533,2.908848039,10
Kolkata,429,236.025846,284.0743075,62.01995089,3.792333836,40.99292355,37.55233027,24.33523586,54.45577804,7.183191442,156.2825266,1020.001871,223844,3.192341116,10
Patna,498,70.57857959,203.9268321,26.90483898,9.366396963,41.27794088,27.01187021,29.30337245,40.83269123,7.127849416,187.9130431,959.273088,81584,4.976165279,10
Srinagar,407,134.8902415,114.0746466,33.70943202,6.950710167,4.565943561,11.59103513,43.90306985,33.47935085,17.7827773,123.4987249,998.7751491,182905,8.123511917,10
Nashik,222,45.3727633,23.26462619,52.5226434,9.587245757,46.18031879,84.39939465,31.77868275,50.3315756,2.5008559,26.37086632,987.316532,114296,9.774886157,10
Mumbai,268,210.0544001,44.0073387,37.0548054,0.277951804,48.69984644,79.84239446,27.87521644,62.76927682,8.351119425,194.7768869,1029.027901,440492,8.160416012,10
Delhi,132,69.25265214,60.17479343,21.84233698,4.384607886,13.82354836,87.44736613,19.9380398,49.01378692,10.50193179,236.0408333,986.8357025,224009,0.292626375,10
Agra,239,192.6716883,81.64776606,68.52668924,6.842751509,23.98966731,26.08858333,13.67490317,67.65885189,3.960083538,134.127485,1030.364466,284750,5.155999936,10
Ludhiana,193,68.06415935,203.3719806,16.71486094,6.346401286,20.05420634,55.47302457,23.99394508,47.46774069,13.68967204,41.08240565,1035.570423,72810,0.2234651,10
Surat,257,204.4045511,275.4911115,59.50139311,4.978704036,48.21807686,28.6121445,16.54844099,60.1640972,15.07058193,278.6578715,970.1010448,380934,2.044048949,10
Lucknow,492,129.7749189,150.7936502,29.97100708,9.376376948,35.12642192,60.51326366,42.63816721,82.15420572,0.754468055,262.9402763,1030.672478,457938,9.733135156,10
Delhi,315,43.46587245,59.58252267,79.9802772,9.705535091,19.7372953,67.02319214,16.82071214,89.87599597,16.23088395,298.2262987,989.4125962,285068,0.367598199,10
Vadodara,409,50.28803006,133.0034583,8.487194227,4.266317981,31.07084497,21.89659713,29.90274858,83.71081394,10.38036531,12.5476502,1026.971133,274034,0.808909449,10
Delhi,235,233.0499344,250.3344903,8.757291033,1.986024481,41.32302433,16.22647097,35.28001335,57.01435133,15.07683233,141.9275639,986.3502525,300689,3.431358562,10
Bangalore,432,197.931389,53.29064057,69.06112805,2.78133902,9.130292076,61.63898282,25.81131528,39.6060182,17.84727115,250.8996218,969.1356109,236286,9.484578166,10
Jaipur,143,48.09030534,286.840471,21.59312934,8.879017083,29.57629734,98.18755493,11.60243781,59.67152603,16.75826228,54.01978276,977.5146346,476510,5.366083381,10
Indore,141,164.4279772,42.09200797,39.48149924,3.647174122,27.61024613,30.36629821,43.86128941,95.65606373,14.38947672,62.64619585,960.4945726,202947,3.667927152,10
Lucknow,485,91.0771077,37.27707137,69.45900391,7.635955845,45.4074707,55.22472087,36.68937961,42.18995665,2.5600365,8.89883576,990.7074868,154113,4.502092841,10
Lucknow,289,47.99604957,153.5206457,31.03915064,5.746822371,5.890305943,9.644935082,37.1162955,70.79135406,8.231287744,28.87930396,950.4816232,122081,7.7241854,10
Bangalore,164,150.8437024,229.1071753,62.70536662,4.777964706,24.91796095,96.21013935,44.55577189,35.61907404,15.50210358,296.1306313,952.1570221,269175,7.370360297,10
Lucknow,285,230.847383,158.7999411,74.90366632,4.740780277,23.51762289,23.89427469,42.70826754,49.3139695,15.89133075,234.9497074,989.7832151,433763,0.152403627,10
Patna,491,90.75816377,61.3046066,28.5454758,6.47607876,44.84178816,76.3399607,36.03830602,27.87929433,19.47574698,236.7058709,990.8777761,43480,1.940981134,10
Chennai,313,42.71963569,87.57157427,9.049320164,6.381091704,27.52446805,97.75811585,16.33525886,70.43197562,16.64464238,285.936532,1022.380221,17897,5.491803604,10
Varanasi,466,208.9183843,269.1483958,8.308868312,4.15757102,22.70261131,26.04820813,20.69463696,92.70917809,17.47553994,113.7320636,1023.424168,434043,6.941566606,10
Bangalore,358,29.67157568,296.4516479,70.72692327,1.413860589,42.67033511,32.83676975,31.95085591,35.33393356,8.681242973,266.8266294,985.5440791,315246,4.616710394,10
Srinagar,166,212.1208342,128.5915409,41.36107709,8.211396827,12.02465634,43.94055587,17.69060097,59.6312988,7.511331822,179.8547057,985.9507793,313213,1.454370941,10
Agra,209,231.2514836,285.687943,39.60844877,3.671176506,25.51044615,44.19084564,34.40459366,89.59972791,12.19050158,6.880611861,953.4848613,135810,5.674774015,10
Jaipur,366,13.0890023,108.4851491,15.70128464,3.373092255,24.64388331,56.86336436,32.41587289,62.36847859,11.17304277,25.57745623,973.7918173,120665,5.137844025,10
Srinagar,211,94.26663682,254.0829142,78.89264765,6.959633828,37.91945806,64.26482405,13.88486244,65.59198873,12.83183375,49.09325668,993.9082721,260546,0.866819461,10
Varanasi,405,195.0113635,182.9670347,5.254552372,4.416016327,3.004996518,7.394347399,32.98915481,35.47466986,19.80491737,253.5493535,1049.799133,249625,6.039582824,10
Patna,163,76.19413662,270.6974731,62.46635374,9.899874239,48.95867147,37.42846702,31.36067696,62.20348183,0.680187376,69.86549253,999.0911997,435863,1.336024981,10
Indore,458,208.0137496,95.65923763,74.67747396,2.945291111,24.40578902,74.34558963,29.75089769,59.256386,13.51156958,285.6202083,976.6114606,126153,3.897741956,10
Surat,463,146.2854939,148.785575,74.89514723,5.478905445,6.91364838,35.28788602,23.23310599,67.72020662,2.646336182,123.1359331,996.603736,265166,2.3018596,10
Surat,168,11.7448229,100.6659748,35.65203505,9.341737411,30.01169254,14.30578607,30.10026932,62.98075852,1.615556285,73.95519946,1012.52172,133694,6.225243997,10
Ahmedabad,220,229.1915334,299.2157083,70.52063573,0.323396594,37.61982901,39.45124799,23.66792526,42.57470337,16.36129182,142.8568025,995.9764668,61685,8.850037599,10
Mumbai,105,242.6771339,207.1781099,64.06675459,1.113775281,28.32370325,19.20118318,39.24072394,65.45778077,5.798969603,188.4089892,955.3013507,276816,7.311178161,10
Srinagar,227,43.35973414,268.1451695,25.05376908,6.166990945,21.88622067,74.47992056,40.65401448,76.49321888,4.656436918,239.4076715,956.3681723,439201,4.153490448,10
Nashik,96,84.17148024,236.499382,74.69869162,1.003102925,46.70542005,79.8548451,16.69414396,77.38312612,12.2577364,199.6444844,964.9553148,246231,1.598634513,10
Vadodara,389,39.5271606,54.68278434,54.92705808,6.991752956,40.796171,28.30617623,23.23607844,33.7708672,14.69986169,207.6681907,1003.646787,51557,7.841511486,10
Ahmedabad,333,247.8556901,158.3253755,11.12534437,8.084557388,15.51678425,29.02623098,16.52578149,37.14771,7.096905427,71.96459061,980.037006,136291,2.064105608,10
Patna,368,74.72052879,273.7246817,42.65436749,5.521235309,5.628815328,84.50611772,28.72513301,22.64703937,9.399886267,15.0300452,1036.400444,399740,6.611285237,10
Rajkot,208,232.4941218,120.3677764,68.83603989,0.757668492,15.39520668,61.39339794,15.21771086,44.68545092,6.588939812,140.0613595,952.0602809,464005,7.384386897,10
Indore,140,146.0346642,128.9472286,76.19188418,0.703234498,40.92485335,47.04620177,14.74011554,57.276472,12.90905691,268.7058109,971.8880846,185153,8.49450453,10
Indore,403,42.62184903,253.1153704,39.76083379,7.64929413,43.59017972,88.95325393,41.45687509,36.60710905,12.18667773,37.78497263,994.0768578,282228,3.273761787,10
Bangalore,365,165.3659242,165.619689,61.34411406,8.570308186,5.754950185,31.9118445,32.99830311,91.10587294,10.14938101,185.9895633,1011.313886,271207,6.547585039,10
Surat,152,162.7294642,228.9568972,63.73989129,1.84410522,38.70436502,34.60825952,37.59806544,99.17870009,16.59386185,294.1865836,959.6295102,12636,7.356092302,10
Thane,329,193.5995756,41.31068213,76.39707162,3.563727561,6.765922431,72.9616502,20.78916669,21.89590853,13.50234386,79.45752567,985.2079028,183871,7.434246474,10
Lucknow,413,175.558305,196.5515565,53.29061237,4.548712272,31.4004258,54.86033798,20.58991789,44.93212028,19.94710386,290.7493992,953.7027837,497916,4.000363972,10
Indore,82,137.7850459,136.7457206,5.804752075,7.835300378,29.2540461,22.82161,16.25326725,72.0729171,1.478804822,293.2258684,957.3471241,346443,7.060441017,10
Ludhiana,74,153.2258445,113.0262333,9.448922623,8.82242581,25.5061689,70.01461607,17.80200796,98.06885892,1.298777395,138.1982267,1045.84834,186021,0.199480752,10
Nagpur,145,110.1888896,217.8636018,22.31723687,7.406314074,25.93751926,6.303921022,24.65286547,35.58685716,1.421976511,144.803567,1049.028942,343032,5.645925925,10
Ludhiana,141,30.02415552,58.71965702,34.41835616,9.145399196,31.83547055,23.4079712,20.04521484,59.99722253,12.31732976,38.17882259,1032.908551,159787,9.369221505,10
Bhopal,292,165.1547138,99.33044531,56.6260288,4.696245158,24.12673148,14.19487129,41.28418524,63.51246473,19.01571336,30.44808056,961.6862525,474155,9.467649685,10
Jaipur,304,149.0653954,61.40988927,40.98887758,0.71675463,28.25301602,57.77720812,24.03425304,47.70752057,10.29725627,181.2456876,952.8909076,121640,1.684605547,10
Jaipur,394,104.8597879,72.9571566,15.07563226,7.604921446,22.5763274,25.13366687,35.83421292,52.77985575,2.973540264,111.4716639,1049.333959,403019,5.92929839,10
Delhi,124,156.8248885,152.2689665,45.04525446,3.637843918,32.05718185,69.17921927,26.93816869,75.7356152,15.38231823,192.9184306,1038.330541,169226,1.605502462,10
Surat,302,57.53238682,120.2154152,5.115951425,8.258277722,25.82625944,9.512293113,42.96784825,79.78944484,7.625716886,249.6537721,1018.030003,165114,9.4385634,10
Meerut,332,25.3460549,242.2573421,40.38264015,8.958306301,47.68201027,89.55196662,21.93291063,43.93140842,8.417630367,29.65816885,1031.579397,264609,8.954713688,10
Pune,305,90.37860954,222.8509009,31.22018366,4.784486517,41.92233623,59.91675535,37.61102134,58.43704805,13.70705912,67.81099781,1019.604426,181704,6.6672216,10
Srinagar,103,40.76360859,152.2925867,63.26344545,3.796926339,14.83588066,73.97667829,17.30184727,58.09047806,8.214400314,193.6055858,1011.343282,242499,9.678836204,10
Surat,108,183.6233842,148.0032557,49.10455814,6.097993474,15.98492149,86.61794384,38.51508255,63.03536599,10.55384013,174.4113211,1024.565327,244149,3.248320499,10
Kolkata,487,189.5276904,207.8614027,71.12931214,5.131710966,18.15023511,42.02854729,15.92852168,34.56932494,17.4136133,167.6847725,1002.139351,301296,2.75175556,10
Nagpur,456,197.6146048,82.81407865,71.58776382,7.341781727,19.68631846,81.04634339,13.57589079,73.40280453,10.81920875,144.9983381,995.8466016,61489,9.104524795,10
Hyderabad,303,179.9316599,183.4134264,32.61300375,1.561506348,29.76816491,75.20052325,22.30755287,86.41200204,9.344140033,54.03961998,958.8694732,156092,7.913425436,10
Bangalore,58,55.62246332,23.07625092,62.84117816,2.201320233,4.774479437,78.36579779,18.55799085,25.58430555,15.17207105,75.011048,1014.957186,137637,2.412670127,10
Lucknow,64,73.28906232,30.29408093,48.02529683,6.776161888,48.32188732,72.93099158,40.34432627,22.16595749,14.62375312,131.7994059,1003.560507,172757,1.924293553,10
Hyderabad,300,97.47841914,29.78281976,49.70964539,8.938854724,8.112435017,7.606593092,44.7100117,60.17638851,5.1189476,136.2776745,996.3797735,343422,7.466093867,10
Kolkata,173,126.5677505,84.98247982,69.69327681,4.262748894,47.83058448,76.48624639,12.88820721,53.76740405,7.355867898,295.3051482,975.3285975,104312,0.898461784,10
Ahmedabad,156,30.66541956,49.47883345,37.62780509,5.860263192,32.50331743,15.6956122,26.79633339,92.32155556,5.152654027,34.16620233,1039.616583,445063,7.640441422,10
Kolkata,65,231.6133223,203.7379872,62.69263979,7.944797807,34.07911002,44.18486204,26.19691941,71.09526709,7.918756309,136.4577853,979.887954,47981,1.89478838,10
Vadodara,442,158.0040016,59.83902997,9.472367787,9.130339779,18.01977826,22.53731459,12.5019857,34.03001147,1.541847766,51.91990136,1012.289933,358114,3.637776292,10
Meerut,197,177.9538784,209.3250171,73.85766487,6.519113694,45.1885873,39.83974857,16.54618015,64.83370114,17.42797561,217.5383062,967.2164886,185266,4.545840354,10
Nagpur,119,212.4729812,74.69578801,52.51365814,1.389467381,15.31840202,66.35347666,19.5079605,29.94556162,16.491106,100.98066,960.4354604,435422,0.107051155,10
Nagpur,412,21.14581665,234.0823961,10.20249399,3.502859009,45.47804248,20.47094804,34.8233114,45.66306562,17.42013222,227.3290351,988.1341564,366351,0.678481044,10
Patna,421,94.80623336,110.5140445,18.29791861,9.822740107,3.023016685,76.80002105,28.2886431,59.01214419,1.029485544,27.68652964,1022.478647,228109,0.846684503,10
Ludhiana,282,236.3203101,128.1718811,6.680243036,1.538630577,41.17389623,30.0631494,26.55777938,20.94472939,13.59653207,161.323096,995.598464,259675,5.574466823,10
Bangalore,499,57.93169019,67.48759561,46.79672941,0.415772134,21.0853821,14.3820661,39.75218641,25.5676131,1.910761299,183.7313921,968.7678678,353438,2.345113541,10
Varanasi,336,136.681854,44.58363298,36.21306695,8.64536833,3.266253749,68.41655013,31.38820135,34.1531467,17.91675617,97.58487977,1033.811055,472124,8.132139594,10
Thane,452,163.057712,118.6227996,37.00665614,6.631854915,43.71087294,95.55146547,23.22073039,56.19396293,9.460475847,111.3788503,993.499786,491098,5.170061879,10
Delhi,245,227.2372729,223.3284381,8.958352445,4.611951206,49.32291775,57.22464755,37.07353955,70.42463098,9.598094741,248.7394703,995.4969641,101142,6.248352894,10
Thane,467,171.2692472,158.7655095,74.18144416,1.733132199,24.48902149,59.33603209,27.03214222,90.05489559,3.405610071,246.9761792,1031.843382,419384,8.417355736,10
Kolkata,380,191.5902562,28.26886379,78.61768704,6.566938266,32.07752295,9.383361868,31.48350541,50.3987093,4.140061326,42.30110578,1024.406227,450773,9.357071051,10
Mumbai,68,84.91248508,111.4818531,11.75270726,4.111434983,24.92607617,30.46411582,14.87884817,98.93416561,15.43061001,108.363419,1015.584025,378676,5.085505424,10
Pune,477,204.3768088,122.5916874,6.731755043,6.240344421,36.63503049,87.32283709,19.30508763,86.65360378,14.56282258,49.22759454,981.2628285,280406,7.378665402,10
Thane,73,211.7156954,154.6513706,60.68514055,9.284942358,16.44729852,10.10750203,41.58669509,81.58267463,1.068336799,240.4513642,971.7555235,68835,5.176940135,10
Varanasi,491,176.4499772,149.2247282,32.97958299,0.78759714,32.60039523,17.60471106,27.79100896,63.42842089,6.196424035,119.0199949,953.5359776,438273,7.205309253,10
Srinagar,62,108.5593172,138.2436223,71.58340745,7.704851012,21.0931942,14.39727889,13.08759914,93.30604073,13.06979121,194.0367773,1036.375529,336444,3.24245262,10
Lucknow,71,107.2104743,153.3775167,18.21103822,0.822296263,42.26458316,84.8433076,21.19671828,23.27997531,19.72034708,288.2958323,967.550561,361581,3.7467076,10
Surat,102,240.4155144,62.81618924,54.1778351,7.973748018,36.78565807,43.12647219,36.85873796,58.31145338,13.34553211,260.0896011,1001.441456,163662,3.961768216,10
Pune,403,158.025456,273.9473832,27.28363632,6.032579831,43.38664253,70.41879904,29.3532145,35.78623331,18.27635272,146.9168413,1029.765415,361809,5.087231149,10
Patna,462,32.60422872,295.4501461,38.61478593,5.509363333,35.69936829,57.62392048,29.09728237,49.95106221,14.75465337,263.0405819,1025.44549,344094,8.31495173,10
Pune,337,109.0198318,72.20254365,24.47092256,1.306505095,41.30800648,56.76909477,18.81928542,87.0105438,2.545798581,256.5346763,1038.351659,66999,4.78326906,10
Delhi,372,238.4275779,180.1168557,31.22154576,4.232678079,22.76537191,45.00421667,32.85661169,33.76117508,18.81058193,119.5559402,995.9973864,126280,0.606329914,10
Bhopal,380,161.2997992,50.40966458,43.13245457,9.619455175,9.545818528,35.71599017,20.06729578,93.28489309,5.074965215,83.01605053,1015.987945,141306,8.886615488,10
Ahmedabad,494,166.629239,200.5678268,72.05763907,3.75944985,16.82528108,86.29850355,17.64299333,23.16552845,11.09518606,63.08775495,989.1493147,20380,6.000341717,10
Bangalore,216,219.2128457,103.197069,66.43702141,2.06620052,18.67193033,18.46679902,12.44463471,95.09393187,12.93098087,80.30931399,1031.589959,486515,2.782248235,10
Ludhiana,217,235.7188686,246.0846822,65.70348355,9.377365387,41.00673916,51.27928705,42.90705845,28.57760061,15.58650968,176.2197287,968.1445474,382911,7.090169605,10
Hyderabad,378,208.4599396,200.8320622,7.719525277,2.121266265,33.16253217,48.40477567,27.90221595,78.25199269,2.017023691,104.1019831,1044.580989,287076,3.418618356,10
